scorer,,,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1,W1
labeled-data,093409_video,img0110.png,203.47922185706133,324.5469328475751,208.88092047781277,323.00359038450324,212.7392766354924,321.46024792143135,217.3693040247079,319.7239876504756,221.99933141392344,317.79480957163577,226.436440995255,316.63730272433185,230.87355057658652,314.5152068376081,235.69649577368602,313.55061779818817,240.9052765865535,312.2001931430003,246.11405739942097,310.6568506799285
labeled-data,093409_video,img0133.png,202.9004684334094,324.5469328475751,208.30216705416083,323.19650819238717,213.12511225126036,321.26733011354736,217.94805744835986,319.5310698425916,222.57808483757537,317.4089739558678,227.2081122267909,315.86563149279596,230.68063276870254,313.93645341395614,234.9248245421501,312.2001931430003,239.16901631559767,310.84976848781247,243.0273724732773,309.30642602474063
labeled-data,093409_video,img0187.png,203.47922185706133,324.3540150396911,209.26675609358074,322.4248369608513,214.4755369064482,320.88149449777944,219.87723552719967,318.37356299528767,225.08601634006712,316.44438491644786,230.1018793450506,314.3222890297241,235.1177423500341,312.3931109508843,240.13360535501758,309.6922616405086,244.76363274423312,307.7630835616688,249.00782451768066,305.448069867061
labeled-data,093409_video,img0335.png,183.02993422135947,370.65428893184634,188.6245506499949,368.14635742935457,193.83333146286236,364.8667546953269,199.2350300836138,361.9729875770672,204.25089308859725,358.88630265092354,210.23134513300064,356.3783711484318,215.44012594586812,353.29168622228815,221.80641360603946,350.2050012961444,227.59394784255886,347.3112341778847,234.34607111849817,345.3820560990449
labeled-data,093409_video,img0555.png,267.91376969031074,264.5494945956573,263.86249572474713,269.9511932164087,259.6183039512996,274.96705622139217,254.98827656208405,279.98291922637566,249.77949574921658,285.3846178471271,246.30697520730493,291.55798769941447,241.29111220232144,297.1526041280499,236.8540026209899,303.1330561724533,232.0310574238904,308.9205904089727,226.43644099525497,314.90104245337614
labeled-data,093409_video,img0636.png,266.9491806508908,264.9353302114252,262.5120710695593,270.14411102429267,257.88204368034377,276.31748087658,252.86618067536028,281.91209730521547,247.8503176703768,288.0854671575028,242.8344546653933,293.68008358613827,237.81859166040982,299.4676178226577,232.41689303965836,304.86931644340916,227.78686565044285,311.6214397193484,222.77100264545936,317.7948095716358
labeled-data,093409_video,img0694.png,267.1420984587748,264.9353302114252,262.1262354537913,270.52994664006064,257.1103724488078,276.510398684464,251.90159163594035,282.49085072886743,246.11405739942097,289.4358918126907,240.51944097078552,295.80217947286206,235.1177423500341,301.9755493251494,229.90896153716662,308.34183698532075,224.70018072429914,314.3222890297242,219.87723552719967,321.0744123056635
labeled-data,093409_video,img0756.png,265.98459161147093,266.28575486661305,260.5828929907195,272.26620691101647,255.18119436996804,278.24665895541983,249.97241355710057,284.6129466155912,244.7636327442331,290.97923427576256,239.36193412348166,297.3455219359339,233.7673176948462,302.74722055668536,228.55853688197874,308.7276726010887,222.96392045334332,314.3222890297242,217.56222183259192,319.53106984259165
labeled-data,093409_video,img0807.png,268.1066874981947,265.70700144296114,263.47666010897916,271.30161787159653,258.65371491187966,275.9316452608121,253.63785190689617,280.9475082657956,249.00782451768066,286.349206886547,244.18487932058116,291.75090550729846,239.16901631559767,297.1526041280499,233.9602355027302,302.3613849409174,228.55853688197874,307.57016575378486,223.92850949276323,312.77894656665234
labeled-data,093409_video,img0904.png,270.61461900068645,263.39198774835336,265.59875599570296,269.1795219848728,260.5828929907195,274.7741384135082,255.75994779361997,280.36875484214363,251.12992040440446,284.80586442347516,248.04323547826075,288.4713027732708,244.5707149363491,292.13674112306643,241.48403001020543,295.6092616649781,238.01150946829378,299.0817822068897,235.1177423500341,302.3613849409174
labeled-data,093409_video,img1010.png,271.9650436558743,263.58490555623735,266.5633450351229,269.5653576006407,260.96872860648745,275.35289183716014,255.374112177852,281.1404260736796,249.39366013344863,287.12087811808294,243.7990437048132,292.7154945467184,237.81859166040982,298.3101109753538,232.41689303965836,304.0976452118732,226.82227661102294,310.0780972562766,221.99933141392341,315.865631492796
labeled-data,093409_video,img1034.png,271.9650436558743,256.44694666453006,269.4571121533826,262.2344809010495,266.7562628430068,267.63617952180095,264.0554135326311,272.65204252678444,260.96872860648745,278.24665895541983,258.0749614882277,284.42002880770724,255.18119436996804,290.5933986599946,251.32283821228842,296.57385070439796,246.11405739942097,301.78263151726543,240.13360535501758,306.7984945222489
labeled-data,093409_video,img1373.png,310.7415348153229,313.1647821824202,314.79280878088645,309.6922616405086,319.80867178586993,305.833905482829,324.05286355931753,301.0109602857295,327.71830190911317,295.802179472862,328.87580875641703,289.43589181269067,329.06872656430096,283.0696041525193,325.7891238302733,277.8608233396518,320.5803430174059,273.4237137583203,314.4069731651185,270.5299466400606
labeled-data,093409_video,img1391.png,307.0760964655272,355.2208643011279,308.04068550494713,350.01208348826043,308.812356736483,343.838713635973,309.77694577590296,337.2795081679177,310.54861700743885,330.14154927621047,311.3202882389748,322.0390013450833,311.3202882389748,314.51520683760805,310.74153481532284,307.57016575378475,311.1273704310908,300.4322068620775,311.5132060468587,293.10133016248625
labeled-data,093409_video,img1472.png,318.84408274645,343.6457958280891,314.0211375493505,340.55911090194536,308.42652112071505,337.0865903600337,303.02482249996365,334.192823241774,298.3947951107481,330.7203026998624,294.92227456883643,325.7044396948789,293.18601429788066,319.53106984259153,293.18601429788066,312.7789465666522,295.88686360825636,306.99141233013285,300.90272661323985,303.3259739803372
labeled-data,093409_video,img1551.png,327.5253841012291,371.6188779712662,325.01745259873735,365.44550811897886,322.12368548047766,358.88630265092354,318.84408274645,352.1341793749842,315.9503156281903,345.3820560990449,313.0565485099306,338.4370150152216,309.391110160135,331.8778095471663,306.6902608497592,324.739850655459,303.02482249996365,317.7948095716357,300.3239731895879,310.0780972562765
labeled-data,093409_video,img1836.png,325.7891238302733,367.3746861978186,321.7378498647097,359.46505607457544,318.26532932279804,351.55542595133227,314.2140553572345,343.06704240443713,310.35569919955486,334.192823241774,306.8831786576432,325.31860407911097,303.02482249996365,317.0231383400998,299.552301958052,309.49934383262456,295.88686360825636,302.3613849409173,292.9930964899967,296.1880150886299
labeled-data,093409_video,img1855.png,326.56079506180924,368.7251108530065,323.6670279435495,362.3588231928352,321.1590964410578,355.79961772477986,317.8794937070301,349.2404122567245,314.9857265887704,342.48828898078517,312.47779508627866,336.12200132061383,309.584027968019,329.5627958525585,307.0760964655272,323.38942600027116,304.1823293472675,317.6018917637517,301.8673156526597,311.4285219114644
labeled-data,093409_video,img1870.png,327.13954848546115,370.4613711239623,324.63161698296943,364.8667546953269,322.31660328836165,358.69338484303955,319.42283617010196,353.0987684144041,316.52906905184227,346.5395629463488,313.0565485099306,339.0157684388736,309.391110160135,331.10613831563035,306.4973430418753,323.19650819238717,303.21774030784763,316.63730272433185,300.90272661323985,309.49934383262456
labeled-data,093409_video,img2198.png,326.94663067757716,369.4967820845424,323.0882745198976,361.7800697691832,319.61575397798595,354.063357453824,315.9503156281903,346.3466451384648,312.86363070204663,338.6299328231056,309.391110160135,330.91322050774636,306.6902608497592,323.19650819238717,303.41065811573156,317.9877273795197,301.48148003689175,311.4285219114644,298.3947951107481,305.06223425129303
labeled-data,093807_video,img0048.png,329.2598616680214,375.63615083765677,326.51387258027313,370.3554025919871,324.1903433521785,364.8634244164906,321.655584194257,358.73775645151375,319.1208250363356,352.6120884865369,316.37483594858736,345.8527307320797,313.8400767906659,339.93829269692964,311.09408770291765,334.0238546617796,308.77055847482296,327.8981866968027,306.44702924672833,321.5612888019991
labeled-data,093807_video,img0087.png,328.2037120188875,373.31262160956214,326.0914127206196,369.0880230130264,324.4015732820053,364.22973462701026,322.92296377321776,360.0051360304745,321.0218944047767,355.9917673637655,319.54328489598913,351.76716876722975,318.06467538720165,347.54257017069403,315.74114615910696,343.31797157415826,313.8400767906659,338.8821430477957,311.9390074222248,334.4463145214332
labeled-data,093807_video,img0124.png,328.4149419487143,373.9463113990425,326.72510251009993,369.51048287268,325.03526307148564,365.2858842761442,323.13419370304456,360.85005574978163,321.0218944047767,355.3580775742852,318.4871352468552,349.4436395391351,315.95237608893376,343.52920150398506,313.4176169310123,337.82599339866175,311.09408770291765,332.54524515299204,308.3480986151694,326.630807117842
labeled-data,093807_video,img0180.png,327.9924820890607,372.0452420306014,325.668952860966,365.497114205971,322.50050391356416,358.1040666620334,319.3320549661624,350.9222490479226,316.7972958082409,343.52920150398506,313.4176169310123,336.7698437495278,310.4603979134373,330.0104859950706,308.3480986151694,323.67358810026695,305.60210952742113,317.7591500651169,303.48981022915325,311.63348210014004
labeled-data,093807_video,img0236.png,328.8374018083678,373.7350814692157,326.3026426504464,367.82064343406563,323.5566535626981,361.27251560943523,320.17697468546953,354.30192792515123,318.06467538720165,346.69765045138683,315.1074563696266,339.93829269692964,312.57269721170513,332.96770501264564,310.0379380537837,326.630807117842,307.5031788958622,320.2939092230384,304.12350001863365,313.5345514685812
labeled-data,093807_video,img0277.png,327.5700222294071,370.77786245164066,329.2598616680214,365.0746543463174,330.7384711768089,358.52652652168695,332.00585075576964,350.28855925844226,333.9069201242107,341.6281321355439,334.3293799838643,332.75647508281884,333.9069201242107,324.9409676792277,327.9924820890607,319.02652964407764,319.1208250363356,314.80193104754187,311.30531763274445,313.7457813984079
labeled-data,093807_video,img0374.png,329.0486317381946,374.1575413288693,330.10478138732856,366.7644937849317,330.7384711768089,358.94898638134055,332.42831061542324,350.499789188269,333.0620004049036,343.10674164433146,334.1181500540375,335.2912342407403,335.17429970317147,327.4757268371492,335.8079894926518,320.7163690826919,336.65290921195896,313.9570113282347,338.3427486505733,306.98642364395073
labeled-data,093807_video,img0712.png,358.6208219139449,384.71903782020865,352.91761380862164,386.40887725882294,346.7919458436448,388.0987166974373,341.0887377383215,389.99978606587837,335.3855296329982,392.5345452237998,327.5700222294071,395.0693043817213,319.75451482581593,397.18160367998917,312.1502373520516,398.44898325894985,304.5459598782872,400.77251248704454,295.6743028255621,402.6735818554856
labeled-data,093807_video,img0818.png,341.93365745762867,356.2029972935924,341.0887377383215,363.59604483753,340.2438180190144,372.25647196042826,340.0325880891876,380.7056691534998,339.39889829970724,388.94363641674454,338.97643844005364,396.9703737501625,339.18766836988044,405.20834101340716,339.18766836988044,413.6575382064787,337.9202887909197,421.8955054697234,334.96306977334467,428.44363329435384
labeled-data,093807_video,img0855.png,341.93365745762867,359.1602163111674,341.2999676681483,366.97572371475854,341.0887377383215,374.79123111834974,340.666277878668,382.6067385219409,340.2438180190144,390.8447057851856,339.18766836988044,398.44898325894997,338.5539785804001,405.8420308028875,338.1315187207465,413.2350783468251,337.07536907161256,421.0505857504163,336.4416792821322,428.86609315400744
labeled-data,093807_video,img0945.png,344.46841661555015,353.45700820584415,343.623496896243,361.2725156094353,342.35611731728227,368.4543332235461,341.93365745762867,375.4249209078301,340.8775078084948,382.8179684517677,340.2438180190144,390.422245925532,339.18766836988044,397.81529346946957,338.3427486505733,404.9971110835804,337.49782893126616,412.17892869769116,336.8641391417858,419.14951638197516
labeled-data,093807_video,img1174.png,383.3347237036791,441.7511188734415,383.3347237036791,434.3580713295039,383.3347237036791,426.54256392591276,383.3347237036791,419.14951638197516,383.3347237036791,412.17892869769116,383.5459536335059,404.7858811537536,383.3347237036791,397.81529346946957,382.489803984372,390.8447057851856,382.489803984372,383.451658241248,382.7010339141988,375.6361508376569
labeled-data,093807_video,img1255.png,383.5459536335059,440.48373929448076,383.7571835633327,432.6682318908896,384.39087335281306,424.8527244872985,385.02456314229346,416.82598715388053,385.6582529317738,408.5880198906358,386.29194272125414,399.7163628379107,387.1368624405613,392.1120853641463,387.3480923703881,384.08534803072837,387.3480923703881,375.8473807674836,387.3480923703881,368.6655631533729
labeled-data,093807_video,img1334.png,382.2785740545452,439.00512978569327,382.7010339141988,430.97839245227533,383.1234937738523,423.58534490833773,383.7571835633327,416.61475722405373,384.39087335281306,409.22170968011613,384.39087335281306,402.88481178531254,385.2357930721202,396.1254540308553,385.447023001947,389.5773262062249,385.6582529317738,382.8179684517677,385.86948286160055,375.8473807674836
labeled-data,093807_video,img1442.png,380.7999645457577,440.69496922430756,381.22242440541123,433.30192168036996,381.43365433523803,425.6976442066056,381.43365433523803,418.304596662668,382.2785740545452,410.7003191889037,382.489803984372,403.0960417151393,383.3347237036791,395.9142241010285,383.96841349315946,388.30994662726414,384.39087335281306,381.12812901315334,384.17964342298626,373.1013916797354
labeled-data,093807_video,img1567.png,381.0111944755845,443.01849845240224,381.43365433523803,434.7805311891575,382.2785740545452,426.12010406625916,382.2785740545452,417.03721708370733,382.489803984372,407.32064031167505,383.1234937738523,398.44898325894997,383.96841349315946,389.5773262062249,384.81333321246666,381.12812901315334,385.2357930721202,373.7350814692158,385.2357930721202,367.18695364458534
labeled-data,093807_video,img1580.png,381.43365433523803,443.01849845240224,381.8561141948916,434.5693012593307,382.0673441247184,425.90887413643236,381.8561141948916,416.61475722405373,382.489803984372,408.7992498204626,382.7010339141988,400.98374241687145,383.1234937738523,393.16823501328025,383.96841349315946,385.5639575395159,383.5459536335059,378.3821399254051,383.96841349315946,371.83401210077466
labeled-data,093807_video,img1785.png,381.64488426506483,444.0746481015361,381.8561141948916,437.5265202769057,382.0673441247184,430.76716252244853,382.2785740545452,423.58534490833773,382.2785740545452,416.40352729422693,382.2785740545452,408.376789960809,382.9122638440256,399.7163628379107,382.7010339141988,392.1120853641463,382.9122638440256,383.2404283114212,382.9122638440256,374.58000118852294
labeled-data,093807_video,img2204.png,382.0673441247184,445.34202768049687,382.0673441247184,436.259140697945,382.2785740545452,427.1762537153931,382.2785740545452,418.7270565223216,382.0673441247184,410.2778593292501,382.2785740545452,401.82866213617854,382.2785740545452,394.0131547325874,381.8561141948916,386.40887725882305,381.8561141948916,378.3821399254051,382.0673441247184,370.7778624516408
labeled-data,093807_video,img2240.png,382.489803984372,444.0746481015361,382.2785740545452,437.7377502067325,382.2785740545452,428.23240336452704,382.2785740545452,417.03721708370733,382.0673441247184,409.22170968011613,381.64488426506483,400.35005262739105,381.43365433523803,392.3233152939731,381.8561141948916,384.71903782020877,381.43365433523803,377.74845013592477,381.43365433523803,369.72171280250683
labeled-data,093929_video,img0105.png,382.40665425613906,448.72767587180005,382.40665425613906,444.06523827027286,381.6295813225512,439.2085324353487,381.24104485575725,434.5460948338215,380.4639719221694,429.6893889988973,379.49263075518456,424.8326831639731,379.29836252178757,419.19890439546106,378.1327531214058,413.953662093743,376.772875487627,409.29122449221575,375.6072660872452,404.2402504238946
labeled-data,093929_video,img0170.png,382.60092248953606,447.95060293821217,382.2123860227421,443.4824335700819,381.6295813225512,437.6543865681729,380.6582401555664,432.6034124998518,380.07543545537544,426.7753654979428,378.7155578215967,421.9186596630186,377.35568018781794,416.8676855946975,376.57860725423006,411.4281750595824,375.0244613870543,406.9600056914521,373.8588519866725,402.103299856528
labeled-data,093929_video,img0273.png,383.18372718972694,447.95060293821217,382.60092248953606,442.89962886989105,382.2123860227421,438.4314595017608,381.43531308915425,432.99194896664574,380.6582401555664,427.3581701981337,380.07543545537544,421.5301231962247,380.4639719221694,415.31353972752174,379.8811672219785,409.29122449221575,378.1327531214058,403.0746410235128,374.6359249202604,398.2179351885886
labeled-data,093929_video,img0346.png,382.795190722933,446.5907253044334,382.40665425613906,441.53975123611224,381.8238495559482,436.6830454011881,380.4639719221694,431.243534866073,380.07543545537544,425.80402433095793,379.29836252178757,420.36451379584287,378.32702135480275,414.7307350273308,376.967143721024,408.5141515586279,375.2187296204513,402.49183632332193,373.66458375327556,396.46952108801594
labeled-data,093929_video,img0423.png,382.795190722933,448.72767587180005,382.0181177893451,441.15121476931836,381.0467766223603,433.7690219002336,379.49263075518456,426.5810972645458,378.32702135480275,419.97597732904893,376.772875487627,413.759393860346,375.8015343206422,407.931346858437,374.6359249202604,401.71476338973406,373.08177905308463,395.69244815442806,371.9161696527028,390.252937619313
labeled-data,093929_video,img0612.png,384.7378730569027,447.75633470481523,384.34933659010875,442.5110924030971,383.5722636565209,436.6830454011881,382.60092248953606,431.43780309947,381.43531308915425,426.5810972645458,380.4639719221694,420.7530502626368,378.52128958819975,415.11927149412475,377.16141195442094,408.70841979202487,375.41299785384825,402.88037279011587,372.8875108196877,397.44086225500075
labeled-data,093929_video,img0614.png,384.9321412902996,447.3677982380213,384.5436048235057,441.3454830027153,383.9608001233148,435.71170423420324,382.60092248953606,429.4951207655003,381.6295813225512,423.0842690634004,380.07543545537544,416.47914912790355,378.52128958819975,409.8740291924067,377.5499484212149,403.2689092569098,375.41299785384825,396.6637893214129,372.49897435289375,390.44720585270994
labeled-data,093929_video,img0624.png,386.29201892407843,447.56206647141823,385.1264095236966,442.1225559363032,384.34933659010875,435.90597246760024,383.3779954231239,430.2721936990882,382.40665425613906,425.0269513973701,380.4639719221694,419.781709095652,377.5499484212149,412.9823209267581,375.8015343206422,407.931346858437,374.44165668686344,403.2689092569098,373.08177905308463,398.80073988877956
labeled-data,093929_video,img0630.png,386.29201892407843,446.97926177122736,385.32067775709356,441.53975123611224,384.34933659010875,435.71170423420324,382.98945895632994,430.07792546569124,381.43531308915425,424.24987846378224,380.26970368877244,419.39317262885805,379.1040942883906,414.3421985605369,377.16141195442094,410.45683389259756,374.8301931536574,404.43451865729156,372.6932425862907,398.60647165538256
labeled-data,093929_video,img0863.png,386.6805553908723,444.06523827027286,385.7092142238875,436.2945089343942,384.15506835671175,429.4951207655003,382.40665425613906,422.30719612981255,381.43531308915425,414.9250032607278,379.49263075518456,407.73707862504,379.68689898858156,400.7434222227492,376.57860725423006,394.3325705206493,374.0531202200695,387.72745058515244,371.7219014193059,380.53952594946463
labeled-data,093929_video,img0866.png,386.29201892407843,443.093897103288,386.29201892407843,436.4887771677911,384.7378730569027,429.10658429870637,382.98945895632994,422.30719612981255,381.24104485575725,416.0906126611096,379.8811672219785,409.48549272561274,378.7155578215967,402.29756808992494,377.16141195442094,396.080984621222,374.24738845346644,390.252937619313,372.1104378860998,383.84208591721307
labeled-data,093929_video,img0973.png,386.8748236242693,443.4824335700819,385.90348245728444,436.6830454011881,384.7378730569027,429.30085253210336,382.60092248953606,422.5014643632095,381.0467766223603,416.0906126611096,379.49263075518456,407.931346858437,378.52128958819975,400.9376904561462,375.9958025540392,394.3325705206493,373.8588519866725,388.5045235187403,372.3047061194968,382.67647651683126
labeled-data,093929_video,img1026.png,387.06909185766625,444.4537747370668,385.51494599049056,438.62572773515774,384.5436048235057,433.5747536668366,383.5722636565209,427.3581701981337,382.60092248953606,422.30719612981255,381.43531308915425,417.2562220614914,380.07543545537544,413.37085739355206,378.52128958819975,409.6797609590097,377.9384848880088,404.62878689068856,377.7442166546119,399.96634928916137
labeled-data,093929_video,img1057.png,386.8748236242693,444.4537747370668,385.7092142238875,438.81999596855474,385.51494599049056,433.5747536668366,384.7378730569027,427.9409748983246,383.18372718972694,423.27853729679737,382.0181177893451,417.45049029488837,379.8811672219785,412.0109797597733,379.29836252178757,405.79439629107037,377.7442166546119,399.38354458897044,375.6072660872452,393.55549758706144
labeled-data,093929_video,img1068.png,386.55278460980503,443.72682880350635,385.84919603133676,437.1600020711359,384.20748934824417,431.0622343910777,383.5039007697759,426.1371143417999,382.5657826651516,421.6810533448342,381.15860550821503,416.2868742432442,379.51689882512244,408.54739988009334,378.1097216681859,402.6841617261912,375.76442640662503,396.82092357228896,374.5917787758446,388.84691968298205
labeled-data,093929_video,img1292.png,385.3801369790246,443.4922992773503,383.97295982208806,435.9873544403555,383.03484171746373,428.0133505510486,381.15860550821503,420.2738761878977,379.7514283512785,412.5344018247468,377.64066261587374,405.2639865139081,376.2334854589372,397.99357120306945,374.5917787758446,390.9576854183868,372.4810130404398,384.6253882121725,371.7774244619715,378.05856147980205
labeled-data,093929_video,img1479.png,384.91107792671244,446.3066535912233,383.97295982208806,439.27076780654073,382.33125313899546,431.7658229695459,379.9859578774346,424.26087813255117,378.57878072049806,416.99046282171247,376.93707403740547,409.2509884585616,374.5917787758446,402.44963220003507,373.41913114506417,395.88280546766464,371.54289493581547,389.5505082614503,369.43212920041066,384.1563291598603
labeled-data,093929_video,img1621.png,384.6765484005563,446.7757126435355,383.03484171746373,439.974356385009,380.6895464559028,432.93847060032635,378.57878072049806,426.1371143417999,376.93707403740547,419.33575808327333,374.82630830200065,412.06534277243463,372.7155425665959,405.02945698775204,370.37024730503504,398.69715978153766,368.0249520434742,393.5375102061038,364.74153867728893,388.1433311045138
labeled-data,093929_video,img1742.png,384.4420188744002,445.1340059604429,382.33125313899546,438.56717922807246,379.7514283512785,432.00035249570203,378.1097216681859,424.72993718486333,375.5298968804689,417.9285809263368,373.6536606712202,411.1272246678103,371.0738358835033,404.5603979354399,368.72854062194244,399.1662188338498,366.85230441269374,393.5375102061038,364.74153867728893,387.4397425260455
